Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000168631	p21.33	6	30934523	30954221	MUCL3
ENSG00000196260	p21.33	6	30931353	30955636	SFTA2
ENSG00000179344	p21.32	6	32659467	32668383	HLA-DQB1
ENSG00000204544	p21.33	6	30983718	30989903	MUC21
ENSG00000261272	p21.33	6	31010474	31035402	MUC22
ENSG00000204542	p21.33	6	31111223	31112575	C6orf15
ENSG00000204539	p21.33	6	31115087	31120446	CDSN
ENSG00000204540	p21.33	6	31114750	31140092	PSORS1C1
ENSG00000137275	p25.2	6	3063991	3115187	RIPK1
ENSG00000204538	p21.33	6	31137534	31139066	PSORS1C2
ENSG00000214338	q22.33	6	127472794	127519191	SOGA3
ENSG00000189367	q22.33	6	127438406	127459389	KIAA0408
ENSG00000079689	p22.2	6	25652201	25701783	SCGN
ENSG00000111906	q22.31	6	125219962	125302078	HDDC2
ENSG00000111907	q22.31	6	125119049	125264407	TPD52L1
ENSG00000146197	p21.31	6	35213956	35253079	SCUBE3
ENSG00000204713	p22.1	6	28903002	28923988	TRIM27
ENSG00000187566	p22.3	6	18120440	18122677	NHLRC1
ENSG00000071242	q27	6	166409364	166906451	RPS6KA2
ENSG00000112706	q14.1	6	75921114	76072678	IMPG1
ENSG00000237541	p21.32	6	32741391	32747198	HLA-DQA2
ENSG00000112096	q25.3	6	159669069	159745186	SOD2
ENSG00000232629	p21.32	6	32756098	32763532	HLA-DQB2
ENSG00000146457	q25.3	6	159725585	159756319	WTAP
ENSG00000137364	p22.3	6	18128311	18155077	TPMT
ENSG00000204709	p22.1	6	28943877	28944537	LINC01556
ENSG00000135312	q14.1	6	77461753	77463773	HTR1B
ENSG00000026297	q27	6	166929504	166957191	RNASET2
ENSG00000241106	p21.32	6	32812763	32820466	HLA-DOB
ENSG00000120437	q25.3	6	159762045	159779112	ACAT2
ENSG00000197594	q23.2	6	131808016	131895155	ENPP1
ENSG00000204267	p21.32	6	32821833	32838770	TAP2
ENSG00000197935	p22.1	6	28994785	29005316	ZNF311
ENSG00000120438	q25.3	6	159778498	159789703	TCP1
ENSG00000204704	p22.1	6	29044213	29045240	OR2W1
ENSG00000269964	q14.1	6	77650274	77927028	MEI4
ENSG00000235272	q27	6	166585604	166587594	RAMACL
ENSG00000013392	q14.1	6	83193357	83198935	RWDD2A
ENSG00000083097	q14.1	6	83067666	83171350	DOP1A
ENSG00000204592	p22.1	6	30489509	30494194	HLA-E
ENSG00000013375	q14.1	6	83161150	83193936	PGM3
ENSG00000146243	q14.1	6	78867551	78946440	IRAK1BP1
ENSG00000146247	q14.1	6	78934419	79078254	PHIP
ENSG00000165097	p22.3	6	18155329	18223854	KDM1B
ENSG00000184530	q22.33	6	127519455	127591820	C6orf58
ENSG00000137274	p25.2	6	3118374	3153578	BPHL
ENSG00000151914	p12.1	6	56457987	56954649	DST
ENSG00000137267	p25.2	6	3153666	3157544	TUBB2A
ENSG00000204576	p21.33	6	30556886	30563723	PRR3
ENSG00000204590	p21.33	6	30541377	30557174	GNL1
ENSG00000164508	p22.2	6	25726132	25726527	HIST1H2AA
ENSG00000146047	p22.2	6	25726777	25727292	HIST1H2BA
ENSG00000135547	q22.31	6	125747664	125761269	HEY2
ENSG00000137266	p25.2	6	3268962	3457022	SLC22A23
ENSG00000118523	q23.2	6	131948176	131951372	CCN2
ENSG00000180822	p25.2	6	3231403	3303373	PSMG4
ENSG00000137285	p25.2	6	3224277	3231730	TUBB2B
ENSG00000204703	p22.1	6	29086208	29087313	OR2B3
ENSG00000204702	p22.1	6	29099657	29102701	OR2J1
ENSG00000164484	q23.1	6	130365734	130443063	TMEM200A
ENSG00000172673	q22.33	6	127708072	127918631	THEMIS
ENSG00000256162	q23.1	6	130827406	130837135	SMLR1
ENSG00000161896	p21.31	6	33721662	33746905	IP6K3
ENSG00000065029	p21.31	6	35258909	35295985	ZNF76
ENSG00000213066	q27	6	166999317	167094789	FGFR1OP
ENSG00000096092	p12.2	6	52671113	52686588	TMEM14A
ENSG00000079841	q13	6	71886703	72403143	RIMS1
ENSG00000112486	q27	6	167111807	167139696	CCR6
ENSG00000124795	p22.3	6	18223860	18264548	DEK
ENSG00000152822	q24.3	6	146027646	146437601	GRM1
ENSG00000161904	p21.31	6	33771202	33789130	LEMD2
ENSG00000023892	p21.31	6	35297818	35321771	DEF6
ENSG00000146039	p22.2	6	25754699	25781199	SLC17A4
ENSG00000204348	p21.33	6	31969810	31972290	DXO
ENSG00000204344	p21.33	6	31971091	31982821	STK19
ENSG00000244731	p21.33	6	31982057	32002681	C4A
ENSG00000096395	p21.31	6	33794673	33804003	MLN
ENSG00000118508	q24.3	6	146543833	146554953	RAB32
ENSG00000204701	p22.1	6	29108059	29114770	OR2J3
ENSG00000137413	p21.1	6	42050513	42087461	TAF8
ENSG00000204700	p22.1	6	29170907	29175811	OR2J2
ENSG00000204695	p22.1	6	29301701	29313017	OR14J1
ENSG00000118492	q24.3	6	146598967	146815462	ADGB
ENSG00000280236	p22.1	6	29395631	29398008	OR12D2
ENSG00000243729	p22.1	6	29353749	29431967	OR5V1
ENSG00000204694	p22.1	6	29425504	29457071	OR11A1
ENSG00000206474	p22.1	6	29439306	29440977	OR10C1
ENSG00000112462	p22.1	6	29373423	29375291	OR12D3
ENSG00000146350	q22.31	6	121079494	121334745	TBC1D32
ENSG00000244067	p12.2	6	52750087	52763475	GSTA2
ENSG00000240065	p21.32	6	32844136	32859851	PSMB9
ENSG00000168394	p21.32	6	32845209	32853978	TAP1
ENSG00000204264	p21.32	6	32840717	32844679	PSMB8
ENSG00000111912	q22.31	6	125781161	125932034	NCOA7
ENSG00000124568	p22.2	6	25782902	25832052	SLC17A1
ENSG00000137393	p22.3	6	18387350	18468874	RNF144B
ENSG00000124493	p21.31	6	34018645	34155622	GRM4
ENSG00000112033	p21.31	6	35342558	35428191	PPARD
ENSG00000137203	p24.3	6	10393186	10419659	TFAP2A
ENSG00000168994	p25.2	6	3722614	3752026	PXDC1
ENSG00000204574	p21.33	6	30571393	30597179	ABCF1
ENSG00000204688	p22.1	6	29457181	29464328	OR2H1
ENSG00000204687	p22.1	6	29486697	29487956	MAS1L
ENSG00000204396	p21.33	6	31765590	31777328	VWA7
ENSG00000111911	q22.32	6	125956770	125980244	HINT3
ENSG00000120436	q27	6	167156271	167158329	GPR31
ENSG00000166984	q27	6	167146414	167196913	TCP10L2
ENSG00000172201	p22.3	6	19837370	19842197	ID4
ENSG00000079931	q23.2	6	132296055	132401475	MOXD1
ENSG00000145945	p25.2	6	3849373	3851320	FAM50B
ENSG00000112039	p21.31	6	35452356	35467103	FANCE
ENSG00000152661	q22.31	6	121435595	121449727	GJA1
ENSG00000213886	p22.1	6	29555515	29559732	UBD
ENSG00000237988	p22.1	6	29550407	29557721	OR2I1P
ENSG00000204657	p22.1	6	29585121	29590500	OR2H2
ENSG00000204681	p22.1	6	29555629	29633976	GABBR1
ENSG00000164506	q24.3	6	147204425	147390476	STXBP5
ENSG00000204568	p21.33	6	30617840	30626395	MRPS18B
ENSG00000204569	p21.33	6	30600413	30618612	PPP1R10
ENSG00000243955	p12.2	6	52791371	52803860	GSTA1
ENSG00000188112	p21.1	6	42101119	42142620	C6orf132
ENSG00000112494	q27	6	167271169	167316014	UNC93A
ENSG00000065833	q14.2	6	83210402	83431051	ME1
ENSG00000112837	q14.3	6	84687351	84764598	TBX18
ENSG00000112110	q25.3	6	159789812	159798436	MRPL18
ENSG00000146453	q25.3	6	159800249	159820704	PNLDC1
ENSG00000277443	q21	6	113857345	113863475	MARCKS
ENSG00000130368	q25.3	6	159906690	159916530	MAS1
ENSG00000120440	q27	6	167325071	167359503	TTLL2
ENSG00000203690	q27	6	167357031	167384510	TCP10
ENSG00000146250	q14.2	6	83512534	83525704	PRSS35
ENSG00000204394	p21.33	6	31777518	31795752	VARS
ENSG00000151917	p12.1	6	56955107	57027346	BEND6
ENSG00000172197	p22.3	6	20099684	20212469	MBOAT1
ENSG00000198755	p21.31	6	35468401	35470785	RPL10A
ENSG00000111846	p24.3	6	10492223	10629368	GCNT2
ENSG00000152894	q22.33	6	127968779	128520674	PTPRK
ENSG00000135541	q23.3	6	135283532	135497765	AHI1
ENSG00000287363	p21.1	6	42155406	42180056	
ENSG00000204536	p21.33	6	31142439	31158238	CCHCR1
ENSG00000079950	q23.2	6	132445867	132513198	STX7
ENSG00000182793	p12.2	6	52831655	52846095	GSTA5
ENSG00000048545	p21.1	6	42155406	42180049	GUCA1A
ENSG00000025156	q22.31	6	122399551	122433119	HSF2
ENSG00000242574	p21.32	6	32934629	32941028	HLA-DMB
ENSG00000204257	p21.32	6	32948613	32969094	HLA-DMA
ENSG00000137309	p21.31	6	34236873	34246231	HMGA1
ENSG00000204256	p21.32	6	32968594	32981505	BRD2
ENSG00000007866	p21.31	6	35473597	35497079	TEAD3
ENSG00000168116	p12.1	6	57046532	57055239	KIAA1586
ENSG00000111897	q22.31	6	122443351	122471807	SERINC1
ENSG00000204392	p21.33	6	31797396	31806966	LSM2
ENSG00000204390	p21.33	6	31809619	31815283	HSPA1L
ENSG00000204389	p21.33	6	31815543	31817946	HSPA1A
ENSG00000174156	p12.2	6	52896639	52909698	GSTA3
ENSG00000204388	p21.33	6	31827738	31830254	HSPA1B
ENSG00000137434	p24.2	6	10671418	10694797	C6orf52
ENSG00000124614	p21.31	6	34417454	34426069	RPS10
ENSG00000112599	p21.1	6	42183284	42194956	GUCA1B
ENSG00000135318	q14.3	6	85449584	85495791	NT5E
ENSG00000135549	q22.31	6	122471917	122726373	PKIB
ENSG00000186577	p21.31	6	34246381	34249108	SMIM29
ENSG00000112041	p21.31	6	35497874	35512896	TULP1
ENSG00000272325	p21.31	6	34279679	34392669	NUDT3
ENSG00000066651	q22.32	6	125986479	126203817	TRMT11
ENSG00000270800	p21.31	6	34284887	34426071	RPS10-NUDT3
ENSG00000048544	p21.1	6	42206807	42217861	MRPS10
ENSG00000170899	p12.2	6	52977948	52995304	GSTA4
ENSG00000185689	p25.2	6	4079206	4130951	C6orf201
ENSG00000111845	p24.2	6	10694972	10709782	PAK1IP1
ENSG00000111843	p24.2	6	10722915	10731129	TMEM14C
ENSG00000198721	p25.2	6	4115689	4135597	ECI2
ENSG00000135577	q24.1	6	142058330	142088799	NMBR
ENSG00000112208	p12.1	6	57172326	57189833	BAG2
ENSG00000112200	p12.1	6	57086844	57170305	ZNF451
ENSG00000096060	p21.31	6	35573585	35728583	FKBP5
ENSG00000249853	q22.1	6	114055586	114343045	HS3ST5
ENSG00000196591	q21	6	113933028	114011308	HDAC2
ENSG00000124564	p22.2	6	25833066	25882286	SLC17A3
ENSG00000145975	p25.2	6	4049434	4087344	FAM217A
ENSG00000112715	p21.1	6	43770184	43786487	VEGFA
ENSG00000112210	p11.2	6	57186992	57222307	RAB23
ENSG00000112739	p25.2	6	4021267	4064983	PRPF4B
ENSG00000112242	p22.3	6	20401879	20493714	E2F3
ENSG00000203727	q24.3	6	147508690	147737547	SAMD5
ENSG00000157343	p21.31	6	35737032	35749079	ARMC12
ENSG00000079819	q23.2	6	130839347	131063322	EPB41L2
ENSG00000137310	p21.33	6	31158547	31167159	TCF19
ENSG00000203733	q24.1	6	142133090	142135151	GJE1
ENSG00000204531	p21.33	6	31164337	31180731	POU5F1
ENSG00000196748	p21.31	6	35776594	35779552	CLPSL2
ENSG00000204140	p21.31	6	35781019	35793675	CLPSL1
ENSG00000111816	q22.1	6	115931149	116060891	FRK
ENSG00000137392	p21.31	6	35794982	35797344	CLPS
ENSG00000096063	p21.31	6	35832966	35921342	SRPK1
ENSG00000111799	q14.1	6	75084326	75206053	COL12A1
ENSG00000237110	q23.2	6	132538290	132539336	TAAR9
ENSG00000146385	q23.2	6	132552693	132553721	TAAR8
ENSG00000146383	q23.2	6	132570322	132571359	TAAR6
ENSG00000135569	q23.2	6	132588673	132589686	TAAR5
ENSG00000137343	p21.33	6	30626842	30646823	ATAT1
ENSG00000197753	p21.31	6	35797206	35845397	LHFPL5
ENSG00000009844	q24.1	6	142147162	142224685	VTA1
ENSG00000145996	p22.3	6	20534457	21232404	CDKAL1
ENSG00000146378	q23.2	6	132617022	132624275	TAAR2
ENSG00000146399	q23.2	6	132644984	132646003	TAAR1
ENSG00000112299	q23.2	6	132680849	132714055	VNN1
ENSG00000111961	q24.3	6	148272304	148552048	SASH1
ENSG00000124766	p22.3	6	21593751	21598619	SOX4
ENSG00000197081	q25.3	6	159969099	160113507	IGF2R
ENSG00000156564	p21.1	6	40391591	40587364	LRFN2
ENSG00000204252	p21.32	6	33004182	33009591	HLA-DOA
ENSG00000226979	p21.33	6	31572054	31574324	LTA
ENSG00000112695	q14.1	6	75237675	75250323	COX7A2
ENSG00000223865	p21.32	6	33075990	33089696	HLA-DPB1
ENSG00000093134	q23.2	6	132722787	132734765	VNN3
ENSG00000171408	q23.3	6	135851701	136195574	PDE7B
ENSG00000231389	p21.32	6	33064569	33080775	HLA-DPA1
ENSG00000232810	p21.33	6	31575565	31578336	TNF
ENSG00000227507	p21.33	6	31580525	31582522	LTB
ENSG00000123500	q22.1	6	116118909	116158747	COL10A1
ENSG00000178425	q22.1	6	116100851	116249497	NT5DC1
ENSG00000153046	p25.1	6	4706159	4955551	CDYL
ENSG00000187189	q22.1	6	116249964	116254075	TSPYL4
ENSG00000188820	q22.1	6	116461370	116463771	CALHM6
ENSG00000111817	q22.1	6	116254173	116444860	DSE
ENSG00000124496	p21.1	6	42224931	42452051	TRERF1
ENSG00000189241	q22.1	6	116267760	116279903	TSPYL1
ENSG00000204386	p21.33	6	31857659	31862822	NEU1
ENSG00000096401	p21.1	6	44387706	44450425	CDC5L
ENSG00000146410	q23.3	6	136231024	136250335	MTFR2
ENSG00000196284	p21.1	6	44809317	45377953	SUPT3H
ENSG00000124507	p21.31	6	34466061	34535229	PACSIN1
ENSG00000124813	p21.1	6	45328157	45664349	RUNX2
ENSG00000124602	p21.1	6	41026895	41039221	UNC5CL
ENSG00000146143	p11.2	6	57314805	57646850	PRIM2
ENSG00000175003	q25.3	6	160121815	160158718	SLC22A1
ENSG00000001167	p21.1	6	41072945	41099976	NFYA
ENSG00000124664	p21.31	6	34537802	34556333	SPDEF
ENSG00000146374	q22.33	6	127118671	127199481	RSPO3
ENSG00000203760	q22.32	6	126340174	126348875	CENPW
ENSG00000124596	p21.1	6	41033627	41097787	OARD1
ENSG00000112697	q14.1	6	75252924	75284948	TMEM30A
ENSG00000204475	p21.33	6	31588895	31593006	NCR3
ENSG00000204482	p21.33	6	31586124	31588909	LST1
ENSG00000130396	q27	6	167826922	167972023	AFDN
ENSG00000196821	p21.31	6	34587288	34696859	ILRUN
ENSG00000204525	p21.33	6	31268749	31272130	HLA-C
ENSG00000146216	p21.1	6	43243481	43288258	TTBK1
ENSG00000234745	p21.33	6	31269491	31357188	HLA-B
ENSG00000111962	q25.1	6	148747030	149076990	UST
ENSG00000112303	q23.2	6	132743870	132763459	VNN2
ENSG00000118407	q14.1	6	75291859	75493800	FILIP1
ENSG00000112414	q24.2	6	142301854	142446266	ADGRG6
ENSG00000146215	p21.1	6	43299710	43308797	CRIP3
ENSG00000171467	p21.1	6	43307134	43369647	ZNF318
ENSG00000135298	q12	6	68635282	69389506	ADGRB3
ENSG00000137204	p21.1	6	43295694	43305538	SLC22A7
ENSG00000112337	p22.2	6	25912754	25930726	SLC17A2
ENSG00000137312	p21.33	6	30727709	30742732	FLOT1
ENSG00000112212	p21.1	6	41042467	41044337	TSPO2
ENSG00000178033	q22.1	6	116511639	116524788	CALHM5
ENSG00000164451	q22.1	6	116529013	116558868	CALHM4
ENSG00000124787	p25.1	6	4994717	5004063	RPP40
ENSG00000173626	q22.1	6	116494989	116545684	TRAPPC3L
ENSG00000124701	p21.1	6	41053304	41064511	APOBEC2
ENSG00000124562	p21.31	6	34757505	34773857	SNRPC
ENSG00000204371	p21.33	6	31879759	31897687	EHMT2
ENSG00000118507	q23.2	6	131135467	131283535	AKAP7
ENSG00000137331	p21.33	6	30743199	30744548	IER3
ENSG00000204385	p21.33	6	31863192	31879046	SLC44A4
ENSG00000186470	p22.2	6	26365159	26378320	BTN3A2
ENSG00000219607	p25.1	6	5084581	5089487	PPP1R3G
ENSG00000055208	q25.1	6	149218641	149411613	TAB2
ENSG00000111832	q22.1	6	116571409	116597675	RWDD1
ENSG00000183137	q21	6	109095110	109163932	CEP57L1
ENSG00000204472	p21.33	6	31615217	31617021	AIF1
ENSG00000178199	q25.1	6	149446795	149485014	ZC3H12D
ENSG00000064995	p21.31	6	34877462	34888071	TAF11
ENSG00000214113	p25.1	6	5102593	5260939	LYRM4
ENSG00000065060	p21.31	6	34792015	34883138	UHRF1BP1
ENSG00000112232	q11.1	6	61679961	62286225	KHDRBS2
ENSG00000146409	q23.2	6	132769370	132813339	SLC18B1
ENSG00000010818	q24.2	6	142751469	142956698	HIVEP2
ENSG00000135317	q14.3	6	85505496	85594156	SNX14
ENSG00000112343	p22.2	6	25962802	25991231	TRIM38
ENSG00000112499	q25.3	6	160171061	160277638	SLC22A2
ENSG00000145982	p25.1	6	5261044	5829192	FARS2
ENSG00000204520	p21.33	6	31399784	31415315	MICA
ENSG00000111834	q22.1	6	116616479	116632985	RSPH4A
ENSG00000204516	p21.33	6	31494881	31511124	MICB
ENSG00000064999	p21.31	6	34889255	35091406	ANKS1A
ENSG00000198225	q12	6	63211446	63213024	FKBP1C
ENSG00000112701	q14.1	6	75601509	75718281	SENP6
ENSG00000112679	p25.3	6	291630	351355	DUSP22
ENSG00000124610	p22.2	6	26017085	26017732	HIST1H1A
ENSG00000275714	p22.2	6	26020490	26020900	HIST1H3A
ENSG00000278637	p22.2	6	26021679	26021990	HIST1H4A
ENSG00000065609	q14.2	6	83552880	83709691	SNAP91
ENSG00000146166	q12	6	63275951	63319983	LGSN
ENSG00000278705	p22.2	6	26026815	26027252	HIST1H4B
ENSG00000286522	p22.2	6	26031594	26032099	HIST1H3B
ENSG00000135316	q14.3	6	85607785	85643792	SYNCRIP
ENSG00000153975	q22.1	6	116635618	116668794	ZUP1
ENSG00000204469	p21.33	6	31620715	31637771	PRRC2A
ENSG00000112245	q12	6	63521746	63583436	PTP4A1
ENSG00000278463	p22.2	6	26033176	26033568	HIST1H2AB
ENSG00000124508	p22.2	6	26383096	26394874	BTN2A2
ENSG00000276410	p22.2	6	26043277	26043657	HIST1H2BB
ENSG00000168216	q13	6	69672757	69867236	LMBRD1
ENSG00000146477	q25.3	6	160348378	160452577	SLC22A3
ENSG00000196911	q22.1	6	116681187	116741867	KPNA5
ENSG00000118482	q12	6	63635820	63779336	PHF3
ENSG00000180573	p22.2	6	26124145	26139116	HIST1H2AC
ENSG00000188107	q12	6	63719980	65707226	EYS
ENSG00000197061	p22.2	6	26103876	26104310	HIST1H4C
ENSG00000187837	p22.2	6	26055787	26056428	HIST1H1C
ENSG00000287080	p22.2	6	26045411	26045869	HIST1H3C
ENSG00000082293	q13	6	69866556	70212468	COL19A1
ENSG00000187475	p22.2	6	26107419	26108136	HIST1H1T
ENSG00000010704	p22.2	6	26087281	26098343	HFE
ENSG00000183807	q22.1	6	116752197	116765719	FAM162B
ENSG00000112782	p21.1	6	45880827	46080348	CLIC5
ENSG00000112182	q15	6	89926528	90296908	BACH2
ENSG00000173612	q22.1	6	116792085	116829037	GPRC6A
ENSG00000124785	p25.1	6	5997999	6007605	NRN1
ENSG00000001561	p21.1	6	46129989	46146688	ENPP4
ENSG00000112796	p21.1	6	46159185	46170980	ENPP5
ENSG00000112053	p21.31	6	35943516	36024868	SLC26A8
ENSG00000125337	q27	6	167996241	168045095	KIF25
ENSG00000185002	q22.1	6	116877212	116932161	RFX6
ENSG00000170162	q22.1	6	117265558	117273565	VGLL2
ENSG00000172348	p12.3	6	46220736	46491972	RCAN2
ENSG00000146233	p12.3	6	46549580	46652830	CYP39A1
ENSG00000029363	q23.3	6	136256627	136289851	BCLAF1
ENSG00000146416	q24.2	6	143060496	143341058	AIG1
ENSG00000124491	p25.1	6	6144085	6321013	F13A1
ENSG00000171462	p21.1	6	43450352	43456632	DLK2
ENSG00000124574	p21.1	6	43427366	43450427	ABCC10
ENSG00000146070	p12.3	6	46704201	46735693	PLA2G7
ENSG00000180113	p12.3	6	46687875	46704319	TDRD6
ENSG00000153291	p12.3	6	46652915	46678190	SLC25A27
ENSG00000180596	p22.2	6	26114873	26123926	HIST1H2BC
ENSG00000189007	q24.2	6	143422832	143450695	ADAT2
ENSG00000112306	q23.2	6	132814569	132817564	RPS12
ENSG00000034693	q24.2	6	143450805	143490616	PEX3
ENSG00000001036	q24.2	6	143494812	143511720	FUCA2
ENSG00000112799	p25.1	6	6588108	6654983	LY86
ENSG00000026950	p22.2	6	26402237	26415208	BTN3A1
ENSG00000135341	q15	6	90513573	90587072	MAP3K7
ENSG00000120279	q25.2	6	152697895	152724567	MYCT1
ENSG00000137265	p25.3	6	391752	411443	IRF4
ENSG00000204498	p21.33	6	31546870	31558829	NFKBIL1
ENSG00000230062	p12.3	6	46746917	46759506	ANKRD66
ENSG00000254870	p21.33	6	31530219	31546608	ATP6V1G2-DDX39B
ENSG00000198563	p21.33	6	31530219	31542448	DDX39B
ENSG00000024048	p21.1	6	42564062	42693504	UBR2
ENSG00000204511	p21.33	6	31528962	31530232	MCCD1
ENSG00000213760	p21.33	6	31544462	31548427	ATP6V1G2
ENSG00000118418	q14.1	6	79201245	79234738	HMGN3
ENSG00000146469	q25.2	6	152750797	152759765	VIP
ENSG00000112029	q25.2	6	152970519	152983579	FBXO5
ENSG00000112031	q25.2	6	152987362	153002709	MTRF1L
ENSG00000135338	q14.1	6	79484991	79537458	LCA5
ENSG00000112280	q13	6	70215061	70303083	COL9A1
ENSG00000124782	p24.3	6	7107597	7251980	RREB1
ENSG00000204564	p21.33	6	30647039	30653210	C6orf136
ENSG00000204560	p21.33	6	30653119	30673006	DHX16
ENSG00000203877	q14.2	6	83853266	83857515	RIPPLY2
ENSG00000137221	p21.1	6	43477523	43506556	TJAP1
ENSG00000118526	q23.2	6	133889138	133895553	TCF21
ENSG00000112685	p25.3	6	485154	693139	EXOC2
ENSG00000112319	q23.2	6	133240598	133532128	EYA4
ENSG00000065615	q14.2	6	83859656	83967423	CYB5R4
ENSG00000188996	p25.3	6	655939	656963	HUS1B
ENSG00000198478	q14.1	6	79631329	79703655	SH3BGRL2
ENSG00000082269	q13	6	70412941	70561174	FAM135A
ENSG00000112818	p12.3	6	46793389	46839782	MEP1A
ENSG00000111801	p22.2	6	26440472	26453415	BTN3A3
ENSG00000118402	q14.1	6	79914814	79947553	ELOVL4
ENSG00000069122	p12.3	6	46852522	46954943	ADGRF5
ENSG00000135324	q14.2	6	84033772	84090881	MRAP2
ENSG00000135315	q14.3	6	84124241	84227643	CEP162
ENSG00000171453	p21.1	6	43509702	43562419	POLR1C
ENSG00000135521	q24.2	6	143843338	143863812	LTV1
ENSG00000118491	q24.2	6	143864436	143938343	ZC2HC1B
ENSG00000112419	q24.2	6	143536845	143831185	PHACTR2
ENSG00000204463	p21.33	6	31639028	31652705	BAG6
ENSG00000204052	p21.1	6	43506969	43510686	LRRC73
ENSG00000124571	p21.1	6	43522334	43576038	XPO5
ENSG00000137207	p21.1	6	43511832	43516985	YIPF3
ENSG00000153292	p12.3	6	46997708	47042350	ADGRF1
ENSG00000112763	p22.2	6	26457904	26476621	BTN2A1
ENSG00000164379	p25.3	6	1312098	1314758	FOXQ1
ENSG00000137273	p25.3	6	1389576	1395603	FOXF2
ENSG00000181577	p21.1	6	44000580	44007612	C6orf223
ENSG00000146072	p12.3	6	47231532	47309905	TNFRSF21
ENSG00000204444	p21.33	6	31652416	31658210	APOM
ENSG00000146112	p21.33	6	30676389	30687895	PPP1R18
ENSG00000135333	q16.1	6	93240020	93419559	EPHA7
ENSG00000054598	p25.3	6	1609915	1613897	FOXC1
ENSG00000124557	p22.2	6	26501221	26510422	BTN1A1
ENSG00000185760	q13	6	72621792	73198851	KCNQ5
ENSG00000091844	q25.2	6	153004459	153131282	RGS17
ENSG00000182952	p22.2	6	26538366	26546933	HMGN4
ENSG00000146109	p22.2	6	26596953	26600739	ABT1
ENSG00000112146	p12.1	6	53051991	53100873	FBXO9
ENSG00000112742	q14.1	6	80003887	80042527	TTK
ENSG00000112144	p12.1	6	53001279	53061802	ICK
ENSG00000181315	p22.2	6	26634383	26659752	ZNF322
ENSG00000137404	p21.33	6	30688047	30691420	NRM
ENSG00000112699	p25.3	6	1623806	2245605	GMDS
ENSG00000198087	p12.3	6	47477789	47627263	CD2AP
ENSG00000124783	p24.3	6	7268306	7347446	SSR1
ENSG00000164304	p24.3	6	7326656	7389742	CAGE1
ENSG00000137210	p24.2	6	10747759	10852753	TMEM14B
ENSG00000164393	p12.3	6	47656436	47697797	ADGRF2
ENSG00000153294	p12.3	6	47685864	47722021	ADGRF4
ENSG00000111837	p24.2	6	10762723	10838555	MAK
ENSG00000153157	p24.2	6	10886831	10979320	SYCP2L
ENSG00000172469	q16.1	6	95577535	95609452	MANEA
ENSG00000124827	p24.2	6	10873223	10881941	GCM2
ENSG00000014123	q16.1	6	96521595	96555276	UFL1
ENSG00000135535	q21	6	109366514	109382467	CD164
ENSG00000172461	q16.1	6	96015974	96215612	FUT9
ENSG00000124818	p12.3	6	47781982	47832780	OPN5
ENSG00000154079	q13	6	70566917	70589569	SDHAF4
ENSG00000124635	p22.1	6	27125897	27132750	HIST1H2BJ
ENSG00000196787	p22.1	6	27133042	27135291	HIST1H2AG
ENSG00000276180	p22.1	6	27138588	27139881	HIST1H4I
ENSG00000197903	p22.1	6	27146418	27146798	HIST1H2BK
ENSG00000274997	p22.1	6	27147129	27147515	HIST1H2AH
ENSG00000083123	q14.1	6	80106647	80346270	BCKDHB
ENSG00000137337	p21.33	6	30699807	30717447	MDC1
ENSG00000112309	q13	6	70856679	70957060	B3GAT2
ENSG00000112305	q13	6	70667776	70862011	SMAP1
ENSG00000146411	q23.2	6	133987581	134052624	SLC2A12
ENSG00000028839	q23.2	6	133952170	133990432	TBPL1
ENSG00000112038	q25.2	6	154010496	154246867	OPRM1
ENSG00000244694	p12.3	6	47878028	48068689	PTCHD4
ENSG00000112214	q16.1	6	96562548	96616636	FHL5
ENSG00000137270	p12.1	6	53126961	53148841	GCM1
ENSG00000153721	q25.2	6	154387515	154510685	CNKSR3
ENSG00000145949	p25.2	6	2663629	2750922	MYLK4
ENSG00000074706	q25.2	6	154154496	154356792	IPCEF1
ENSG00000196230	p21.33	6	30720352	30725426	TUBB
ENSG00000112218	q16.1	6	96794125	96837477	GPR63
ENSG00000112238	q16.2	6	99606730	99615578	PRDM13
ENSG00000288520	q25.2	6	154159828	154510114	
ENSG00000123545	q16.1	6	96889315	96897891	NDUFAF4
ENSG00000180992	p21.1	6	44113451	44127452	MRPL14
ENSG00000137216	p21.1	6	44126914	44155519	TMEM63B
ENSG00000112812	p22.1	6	27247701	27256624	PRSS16
ENSG00000119900	q13	6	71288811	71309059	OGFRL1
ENSG00000012660	p12.1	6	53267398	53349179	ELOVL5
ENSG00000146085	p12.3	6	49430360	49463253	MMUT
ENSG00000031691	p12.3	6	49463370	49493107	CENPQ
ENSG00000203972	p12.3	6	49499923	49528078	GLYATL3
ENSG00000186231	q16.1	6	96924620	97140754	KLHL32
ENSG00000197261	p12.3	6	49550646	49561907	C6orf141
ENSG00000256980	q13	6	73223544	73225770	KHDC1L
ENSG00000135314	q13	6	73241314	73310365	KHDC1
ENSG00000168298	p22.2	6	26156354	26157107	HIST1H1E
ENSG00000158553	p22.1	6	27285903	27312170	POM121L2
ENSG00000277157	p22.2	6	26188765	26189076	HIST1H4D
