Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000112936	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	5	40909497	40984643	C7
ENSG00000170584	NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535]	5	163446526	163460102	NUDCD2
ENSG00000113328	cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]	5	163437569	163446151	CCNG1
ENSG00000019582	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150400041	150412929	CD74
ENSG00000172062	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]	5	70925030	70953942	SMN1
ENSG00000205359	solute carrier organic anion transporter family member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	5	102371774	102499016	SLCO6A1
ENSG00000113161	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]	5	75336329	75362101	HMGCR
ENSG00000113648	H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]	5	135333900	135399914	H2AFY
ENSG00000113552	glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]	5	141991749	142013041	GNPDA1
ENSG00000283288	small integral membrane protein 33 [Source:HGNC Symbol;Acc:HGNC:53645]	5	139470778	139474772	SMIM33
ENSG00000069011	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	5	135027734	135034813	PITX1
ENSG00000198677	tetratricopeptide repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:23639]	5	95461755	95555007	TTC37
ENSG00000184584	transmembrane protein 173 [Source:HGNC Symbol;Acc:HGNC:27962]	5	139475533	139482935	TMEM173
ENSG00000198865	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]	5	42756818	42802439	CCDC152
ENSG00000230178	olfactory receptor family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:8300]	5	181367268	181368262	OR4F3
ENSG00000250722	selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]	5	42799880	42887392	SELENOP
ENSG00000086200	importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]	5	62403972	62628582	IPO11
ENSG00000131507	Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]	5	142108779	142154440	NDFIP1
ENSG00000086189	DIMT1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]	5	62347284	62403939	DIMT1
ENSG00000164576	SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]	5	154445997	154461053	SAP30L
ENSG00000186105	leucine rich repeat containing 70 [Source:HGNC Symbol;Acc:HGNC:35155]	5	62578819	62581446	LRRC70
ENSG00000068796	kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]	5	62306162	62537249	KIF2A
ENSG00000072571	hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]	5	163460203	163491941	HMMR
ENSG00000268223	ADP ribosylation factor like GTPase 14 effector protein like [Source:HGNC Symbol;Acc:HGNC:44201]	5	116032324	116060118	ARL14EPL
ENSG00000172901	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	5	115962454	116027619	LVRN
ENSG00000249437	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]	5	70968483	71025114	NAIP
ENSG00000113578	fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]	5	142592178	142698070	FGF1
ENSG00000187678	sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]	5	142310427	142326455	SPRY4
ENSG00000113196	heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]	5	154474972	154478227	HAND1
ENSG00000169252	adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]	5	148825245	148828687	ADRB2
ENSG00000145781	COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]	5	116085016	116412762	COMMD10
ENSG00000078295	adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]	5	7396138	7830081	ADCY2
ENSG00000215217	chromosome 5 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:27028]	5	7830378	7851151	C5orf49
ENSG00000124279	FAST kinase domains 3 [Source:HGNC Symbol;Acc:HGNC:28758]	5	7859159	7869037	FASTKD3
ENSG00000124275	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]	5	7851186	7906025	MTRR
ENSG00000183258	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]	5	177511577	177516961	DDX41
ENSG00000154162	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]	5	21750673	22853344	CDH12
ENSG00000164904	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]	5	126531200	126595362	ALDH7A1
ENSG00000113448	phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]	5	58969038	60522120	PDE4D
ENSG00000169247	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	5	148923639	149063163	SH3TC2
ENSG00000131508	ubiquitin conjugating enzyme E2 D2 [Source:HGNC Symbol;Acc:HGNC:12475]	5	139526431	139628434	UBE2D2
ENSG00000171720	histone deacetylase 3 [Source:HGNC Symbol;Acc:HGNC:4854]	5	141620876	141636849	HDAC3
ENSG00000131504	diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]	5	141515016	141619055	DIAPH1
ENSG00000146067	family with sequence similarity 193 member B [Source:HGNC Symbol;Acc:HGNC:25524]	5	177519789	177554563	FAM193B
ENSG00000172262	zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]	5	43065176	43192021	ZNF131
ENSG00000145736	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]	5	71032670	71067689	GTF2H2
ENSG00000177721	annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463]	5	43039081	43043170	ANXA2R
ENSG00000184840	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	5	177592203	177597242	TMED9
ENSG00000251380	dendritic cell associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:24459]	5	135444214	135447348	DCANP1
ENSG00000255833	TIFA inhibitor [Source:HGNC Symbol;Acc:HGNC:34024]	5	135444226	135452351	TIFAB
ENSG00000181965	neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]	5	135534282	135535964	NEUROG1
ENSG00000145832	solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451]	5	135579202	135889770	SLC25A48
ENSG00000145824	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]	5	135570679	135579279	CXCL14
ENSG00000145819	Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]	5	142770377	143229011	ARHGAP26
ENSG00000092421	semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]	5	116443616	116574934	SEMA6A
ENSG00000152939	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]	5	69415065	69444330	MARVELD2
ENSG00000197822	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	5	69492292	69558104	OCLN
ENSG00000146013	GDNF family receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4245]	5	138252380	138274621	GFRA3
ENSG00000145839	interleukin 9 [Source:HGNC Symbol;Acc:HGNC:6029]	5	135892246	135895841	IL9
ENSG00000164256	PR/SET domain 9 [Source:HGNC Symbol;Acc:HGNC:13994]	5	23443586	23528597	PRDM9
ENSG00000171604	CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]	5	139647299	139683882	CXXC5
ENSG00000250803	zinc finger protein 474-like [Source:NCBI gene;Acc:100505841]	5	122129622	122183949	
ENSG00000164185	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	5	122129546	122153569	ZNF474
ENSG00000145826	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]	5	135922279	135954983	LECT2
ENSG00000120709	family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]	5	138331935	138349729	FAM53C
ENSG00000064692	synuclein alpha interacting protein [Source:HGNC Symbol;Acc:HGNC:11139]	5	122311354	122464219	SNCAIP
ENSG00000158402	cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]	5	138285265	138338355	CDC25C
ENSG00000134987	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]	5	111091716	111130502	WDR36
ENSG00000113108	amyloid beta precursor protein binding family B member 3 [Source:HGNC Symbol;Acc:HGNC:20708]	5	140558268	140564781	APBB3
ENSG00000146005	pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]	5	139795808	139844466	PSD2
ENSG00000112902	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]	5	9035033	9546075	SEMA5A
ENSG00000027847	beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]	5	177600132	177610330	B4GALT7
ENSG00000183474	GTF2H2 family member C [Source:HGNC Symbol;Acc:HGNC:31394]	5	69560208	69594723	GTF2H2C
ENSG00000176087	solute carrier family 35 member A4 [Source:HGNC Symbol;Acc:HGNC:20753]	5	140564828	140569100	SLC35A4
ENSG00000145777	thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]	5	111070062	111078026	TSLP
ENSG00000164902	phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]	5	126600925	126627252	PHAX
ENSG00000170074	family with sequence similarity 153 member A [Source:HGNC Symbol;Acc:HGNC:29940]	5	177707981	177783398	FAM153A
ENSG00000164172	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]	5	53095679	53110063	MOCS2
ENSG00000145734	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]	5	71455651	71567820	BDP1
ENSG00000113580	nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]	5	143277931	143435512	NR3C1
ENSG00000177453	NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646]	5	43192071	43280850	NIM1K
ENSG00000196900	testis expressed 43 [Source:HGNC Symbol;Acc:HGNC:33767]	5	126631705	126636284	TEX43
ENSG00000040731	cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]	5	24487100	24644978	CDH10
ENSG00000112972	3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]	5	43287470	43313512	HMGCS1
ENSG00000169777	taste 2 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14909]	5	9628997	9712378	TAS2R1
ENSG00000173210	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	5	149141483	149260542	ABLIM3
ENSG00000155506	La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]	5	154712843	154817605	LARP1
ENSG00000169570	DTW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19334]	5	118836074	118988547	DTWD2
ENSG00000120708	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	5	136028988	136063818	TGFBI
ENSG00000157510	actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]	5	149271859	149343637	AFAP1L1
ENSG00000172869	Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]	5	119037772	119249138	DMXL1
ENSG00000035499	DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]	5	60596912	60700190	DEPDC1B
ENSG00000158497	histocompatibility minor HB-1 [Source:HGNC Symbol;Acc:HGNC:29677]	5	143812161	143820719	HMHB1
ENSG00000113368	lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]	5	126776623	126837020	LMNB1
ENSG00000151882	C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700]	5	43376645	43412391	CCL28
ENSG00000150756	ATP synthase c subunit lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:27029]	5	10225507	10249897	ATPSCKMT
ENSG00000120733	lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]	5	138352685	138437028	KDM3B
ENSG00000178394	5-hydroxytryptamine receptor 1A [Source:HGNC Symbol;Acc:HGNC:5286]	5	63960356	63962507	HTR1A
ENSG00000173926	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]	5	126867714	127030558	MARCH3
ENSG00000171495	maestro heat like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]	5	40998017	41071342	MROH2B
ENSG00000164197	ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]	5	64165843	64372869	RNF180
ENSG00000164241	chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40051]	5	127042558	127073492	C5orf63
ENSG00000113658	SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]	5	136132845	136188747	SMAD5
ENSG00000186479	regulator of G protein signaling 7 binding protein [Source:HGNC Symbol;Acc:HGNC:23271]	5	64506015	64612319	RGS7BP
ENSG00000145794	multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]	5	127290796	127465737	MEGF10
ENSG00000151881	transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]	5	43444252	43483893	TMEM267
ENSG00000172244	chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738]	5	43486709	43515148	C5orf34
ENSG00000271824	small integral membrane protein 32 [Source:HGNC Symbol;Acc:HGNC:53640]	5	136191468	136193162	SMIM32
ENSG00000170458	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]	5	140631728	140633701	CD14
ENSG00000113119	transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]	5	140639427	140645408	TMCO6
ENSG00000145779	TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]	5	119268692	119399688	TNFAIP8
ENSG00000113141	IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]	5	140647058	140662480	IK
ENSG00000145642	shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236]	5	64690442	64718190	SHISAL2B
ENSG00000153006	SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]	5	64718148	64768691	SREK1IP1
ENSG00000069018	transient receptor potential cation channel subfamily C member 7 [Source:HGNC Symbol;Acc:HGNC:20754]	5	136213320	136365545	TRPC7
ENSG00000131495	NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]	5	140638740	140647785	NDUFA2
ENSG00000153015	CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]	5	64768930	65018750	CWC27
ENSG00000164284	GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]	5	149345430	149354583	GRPEL2
ENSG00000172239	poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]	5	43526267	43557758	PAIP1
ENSG00000132563	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	5	138439057	138446969	REEP2
ENSG00000164181	ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:HGNC:26292]	5	60751791	60844274	ELOVL7
ENSG00000145817	Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]	5	144158162	144170714	YIPF5
ENSG00000145882	prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477]	5	149358037	149369653	PCYOX1L
ENSG00000183775	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	5	144170873	144485686	KCTD16
ENSG00000175325	PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]	5	177992235	177996242	PROP1
ENSG00000127743	interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]	5	149371324	149404202	IL17B
ENSG00000113407	threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:11572]	5	33440696	33469539	TARS
ENSG00000120738	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]	5	138465479	138469303	EGR1
ENSG00000112992	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]	5	43602692	43707405	NNT
ENSG00000039537	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	5	41142234	41261438	C6
ENSG00000186314	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	5	145471799	145835369	PRELID2
ENSG00000152377	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]	5	136975298	137598379	SPOCK1
ENSG00000182836	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	5	41306952	41510628	PLCXD3
ENSG00000150753	chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]	5	10249929	10266389	CCT5
ENSG00000049192	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	5	65148738	65481920	ADAMTS6
ENSG00000151388	ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]	5	33523535	33892019	ADAMTS12
ENSG00000134363	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	5	53480626	53487134	FST
ENSG00000182631	relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]	5	33936386	33938918	RXFP3
ENSG00000120705	eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]	5	138506095	138543236	ETF1
ENSG00000164175	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]	5	33944623	33984693	SLC45A2
ENSG00000131844	methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]	5	71587288	71658706	MCCC2
ENSG00000164258	NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]	5	53560633	53683338	NDUFS4
ENSG00000156463	SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]	5	145936578	146081791	SH3RF2
ENSG00000204928	glutaredoxin and cysteine rich domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33862]	5	145858521	145937126	GRXCR2
ENSG00000273294	C1QTNF3-AMACR readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49198]	5	33987174	34124528	C1QTNF3-AMACR
ENSG00000082196	C1q and TNF related 3 [Source:HGNC Symbol;Acc:HGNC:14326]	5	34019448	34043832	C1QTNF3
ENSG00000242110	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	5	33986165	34008104	AMACR
ENSG00000164244	proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]	5	127517609	127555089	PRRC1
ENSG00000164326	CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323]	5	71719275	71721048	CARTPT
ENSG00000173261	PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]	5	146084313	146105577	PLAC8L1
ENSG00000133706	leucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6512]	5	146113034	146182650	LARS
ENSG00000113013	heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]	5	138553756	138575416	HSPA9
ENSG00000131711	microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]	5	72107234	72209565	MAP1B
ENSG00000146021	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]	5	137617500	137736089	KLHL3
ENSG00000185305	ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]	5	53883942	54310582	ARL15
ENSG00000123219	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	5	65517766	65563168	CENPK
ENSG00000164237	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	5	10275875	10307902	CMBL
ENSG00000205302	sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]	5	122775079	122834543	SNX2
ENSG00000197043	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	5	151100706	151157785	ANXA6
ENSG00000169271	heat shock protein family B (small) member 3 [Source:HGNC Symbol;Acc:HGNC:5248]	5	54455699	54456377	HSPB3
ENSG00000164587	ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]	5	150442635	150449739	RPS14
ENSG00000155508	CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207]	5	154857553	154876793	CNOT8
ENSG00000205279	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	5	127649044	127658630	CTXN3
ENSG00000230561	coiled-coil domain containing 192 [Source:HGNC Symbol;Acc:HGNC:49566]	5	127703389	127941634	CCDC192
ENSG00000168938	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	5	123023250	123036725	PPIC
ENSG00000064652	sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]	5	122843439	123029354	SNX24
ENSG00000113712	casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]	5	149492982	149551471	CSNK1A1
ENSG00000178996	sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]	5	54517759	54546586	SNX18
ENSG00000275740	novel readthrough transcript	5	146203550	146339251	
ENSG00000091009	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]	5	146203605	146289223	RBM27
ENSG00000061455	PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350]	5	123089241	123194266	PRDM6
ENSG00000091010	POU class 4 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9220]	5	146338839	146341728	POU4F3
ENSG00000170271	fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]	5	154818492	154859252	FAXDC2
ENSG00000164399	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	5	132060655	132063204	IL3
ENSG00000164283	endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]	5	54977867	55022671	ESM1
ENSG00000113088	granzyme K [Source:HGNC Symbol;Acc:HGNC:4711]	5	55024256	55034570	GZMK
ENSG00000145495	membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]	5	10353695	10440388	MARCH6
ENSG00000070614	N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]	5	150485818	150558211	NDST1
ENSG00000113593	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]	5	65563236	65587549	PPWD1
ENSG00000198624	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]	5	151181052	151224093	CCDC69
ENSG00000196743	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]	5	151212150	151270440	GM2A
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	CSF2
ENSG00000113569	nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]	5	37288137	37371106	NUP155
ENSG00000129595	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]	5	112142441	112419313	EPB41L4A
ENSG00000197375	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	5	132369752	132395614	SLC22A5
ENSG00000197208	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	5	132294394	132344190	SLC22A4
ENSG00000131435	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	5	132257696	132273454	PDLIM4
ENSG00000072682	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	5	132191838	132295315	P4HA2
ENSG00000064651	solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]	5	128083766	128189677	SLC12A2
ENSG00000145491	rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060]	5	10441524	10472029	ROPN1L
ENSG00000049883	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]	5	72320367	72368395	PTCD2
ENSG00000145649	granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]	5	55102646	55110252	GZMA
ENSG00000113048	mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]	5	72219409	72320646	MRPS27
ENSG00000113649	transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]	5	146447311	146511961	TCERG1
ENSG00000164291	arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239]	5	95555101	95605102	ARSK
ENSG00000178015	G protein-coupled receptor 150 [Source:HGNC Symbol;Acc:HGNC:23628]	5	95620087	95622142	GPR150
ENSG00000145757	spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]	5	95652181	95698711	SPATA9
ENSG00000175449	Rieske Fe-S domain containing [Source:HGNC Symbol;Acc:HGNC:29587]	5	95646754	95684773	RFESD
ENSG00000183111	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	5	149551947	149634968	ARHGEF37
ENSG00000164287	cell division cycle 20B [Source:HGNC Symbol;Acc:HGNC:24222]	5	55112995	55173175	CDC20B
ENSG00000164294	glutathione peroxidase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33100]	5	55160167	55167297	GPX8
ENSG00000123213	neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]	5	65722205	65871725	NLN
ENSG00000168944	centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]	5	123344885	123423592	CEP120
ENSG00000145687	single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]	5	81413021	81751797	SSBP2
ENSG00000186334	solute carrier family 36 member 3 [Source:HGNC Symbol;Acc:HGNC:19659]	5	151276762	151303766	SLC36A3
ENSG00000113597	trafficking protein particle complex 13 [Source:HGNC Symbol;Acc:HGNC:25828]	5	65625004	65666233	TRAPPC13
ENSG00000234602	multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:HGNC Symbol;Acc:HGNC:40050]	5	55219580	55227315	MCIDAS
ENSG00000171992	synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]	5	150601080	150659207	SYNPO
ENSG00000253251	shieldin complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:53826]	5	65624765	65630891	SHLD3
ENSG00000197860	small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567]	5	65665928	65723035	SGTB
ENSG00000113595	tripartite motif containing 23 [Source:HGNC Symbol;Acc:HGNC:660]	5	65589690	65625975	TRIM23
ENSG00000152669	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]	5	55231152	55233608	CCNO
ENSG00000067248	DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815]	5	55256055	55307694	DHX29
ENSG00000186335	solute carrier family 36 member 2 [Source:HGNC Symbol;Acc:HGNC:18762]	5	151314972	151347590	SLC36A2
ENSG00000173250	G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:HGNC:23624]	5	146513103	146516190	GPR151
ENSG00000082068	WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495]	5	37379285	37753435	WDR70
ENSG00000155846	PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]	5	149730298	149855022	PPARGC1B
